Year,Month,Day,Hour,Minute,Wave Height,Direction Dominant Period,Average Wave Period,Tide
2023,02,01,08,00,0.45,7.14,5.74,99.00
2023,02,01,08,30,0.44,7.14,5.76,99.00
2023,02,01,09,00,0.47,6.06,5.57,99.00
2023,02,01,09,30,0.47,6.45,5.48,99.00
2023,02,01,10,00,0.53,7.41,4.97,99.00
2023,02,01,10,30,0.48,6.45,4.13,99.00
2023,02,01,11,00,0.49,6.45,4.12,99.00
2023,02,01,11,30,0.43,6.45,4.17,99.00
2023,02,01,12,00,0.47,6.90,4.12,99.00
2023,02,01,12,30,0.49,5.56,3.58,99.00
2023,02,01,13,00,0.51,6.25,3.29,99.00
2023,02,01,13,30,0.53,5.41,3.32,99.00
2023,02,01,14,00,0.55,6.06,3.20,99.00
2023,02,01,14,30,0.53,7.41,3.23,99.00
2023,02,01,15,00,0.50,5.56,3.32,99.00
2023,02,01,15,30,0.50,6.06,3.77,99.00
2023,02,01,16,00,0.46,5.41,3.88,99.00
2023,02,01,16,30,0.44,5.26,3.96,99.00
2023,02,01,17,00,0.44,6.06,3.91,99.00
2023,02,01,17,30,0.41,6.67,3.69,99.00
2023,02,01,18,00,0.40,5.41,3.75,99.00
2023,02,01,18,30,0.42,7.41,3.39,99.00
2023,02,01,19,00,0.45,5.71,3.12,99.00
2023,02,01,19,30,0.51,5.71,2.91,99.00
2023,02,01,20,00,0.54,6.90,2.91,99.00
2023,02,01,20,30,0.54,2.78,2.91,99.00
2023,02,01,21,00,0.57,6.45,2.95,99.00
2023,02,01,21,30,0.56,2.78,2.89,99.00
2023,02,01,22,00,0.60,2.74,3.02,99.00
2023,02,01,22,30,0.58,7.41,3.03,99.00
2023,02,01,23,00,0.57,2.74,2.99,99.00
2023,02,01,23,30,0.58,6.90,3.04,99.00
2023,02,02,00,00,0.60,2.74,2.95,99.00
2023,02,02,00,30,0.62,2.74,3.00,99.00
2023,02,02,01,00,0.61,2.74,2.95,99.00
2023,02,02,01,30,0.64,2.94,2.93,99.00
2023,02,02,02,00,0.66,3.23,3.04,99.00
2023,02,02,02,30,0.67,3.13,3.12,99.00
2023,02,02,03,00,0.62,3.28,3.15,99.00
2023,02,02,03,30,0.55,3.03,3.10,99.00
2023,02,02,04,00,0.52,2.90,3.08,99.00
2023,02,02,04,30,0.49,6.25,3.06,99.00
2023,02,02,05,00,0.46,6.67,3.18,99.00
2023,02,02,05,30,0.47,5.41,3.45,99.00
2023,02,02,06,00,0.42,6.67,3.55,99.00
2023,02,02,06,30,0.40,6.90,3.64,99.00
2023,02,02,07,00,0.40,6.67,3.84,99.00
2023,02,02,07,30,0.41,7.14,4.11,99.00
2023,02,02,08,00,0.38,7.41,3.99,99.00
2023,02,02,08,30,0.40,6.25,4.42,99.00
2023,02,02,09,00,0.39,6.67,4.52,99.00
2023,02,02,09,30,0.38,6.45,4.53,99.00
2023,02,02,10,00,0.41,7.41,4.78,99.00
2023,02,02,10,30,0.37,7.41,4.94,99.00
2023,02,02,11,00,0.39,7.69,5.07,99.00
2023,02,02,11,30,0.41,7.41,5.19,99.00
2023,02,02,12,00,0.35,7.41,5.06,99.00
2023,02,02,12,30,0.36,6.90,5.17,99.00
2023,02,02,13,00,0.36,7.69,5.28,99.00
2023,02,02,13,30,0.37,7.41,5.17,99.00
2023,02,02,14,00,0.38,7.14,4.92,99.00
2023,02,02,14,30,0.38,6.90,4.72,99.00
2023,02,02,15,00,0.42,7.14,4.25,99.00
2023,02,02,15,30,0.43,6.25,4.05,99.00
2023,02,02,16,00,0.43,6.67,4.09,99.00
2023,02,02,16,30,0.42,7.41,3.94,99.00
2023,02,02,17,00,0.39,5.56,4.16,99.00
2023,02,02,17,30,0.43,6.90,4.33,99.00
2023,02,02,18,00,0.42,7.14,4.23,99.00
2023,02,02,18,30,0.46,7.41,3.90,99.00
2023,02,02,19,00,0.42,7.14,3.80,99.00
2023,02,02,19,30,0.47,7.14,3.70,99.00
2023,02,02,20,00,0.51,6.90,4.06,99.00
2023,02,02,20,30,0.45,6.90,4.12,99.00
2023,02,02,21,00,0.47,7.14,4.03,99.00
2023,02,02,21,30,0.51,7.14,3.97,99.00
2023,02,02,22,00,0.54,7.14,3.88,99.00
2023,02,02,22,30,0.57,7.14,3.98,99.00
2023,02,02,23,00,0.59,4.00,3.91,99.00
2023,02,02,23,30,0.65,4.65,4.19,99.00
2023,02,03,00,00,0.65,4.76,4.24,99.00
2023,02,03,00,30,0.64,4.65,4.19,99.00
2023,02,03,01,00,0.69,4.76,3.98,99.00
2023,02,03,01,30,0.80,4.88,3.30,99.00
2023,02,03,02,00,0.88,4.88,3.31,99.00
2023,02,03,02,30,0.85,4.88,3.33,99.00
2023,02,03,03,00,0.83,4.08,3.38,99.00
2023,02,03,03,30,0.77,3.85,3.39,99.00
2023,02,03,04,00,0.68,4.76,3.30,99.00
2023,02,03,04,30,0.65,4.76,3.18,99.00
2023,02,03,05,00,0.69,4.76,3.14,99.00
2023,02,03,05,30,0.66,4.65,3.15,99.00
2023,02,03,06,00,0.71,3.13,3.03,99.00
2023,02,03,06,30,0.76,3.17,3.10,99.00
2023,02,03,07,00,0.79,3.51,3.18,99.00
2023,02,03,07,30,0.89,3.28,3.28,99.00
2023,02,03,08,00,0.93,3.51,3.30,99.00
2023,02,03,08,30,1.00,3.85,3.35,99.00
2023,02,03,09,00,1.01,4.17,3.38,99.00
2023,02,03,09,30,1.03,4.08,3.34,99.00
2023,02,03,10,00,1.19,3.92,3.48,99.00
2023,02,03,10,30,1.27,4.00,3.54,99.00
2023,02,03,11,00,1.37,4.17,3.64,99.00
2023,02,03,11,30,1.43,4.17,3.66,99.00
2023,02,03,12,00,1.44,4.35,3.64,99.00
2023,02,03,12,30,1.53,4.76,3.83,99.00
2023,02,03,13,00,1.54,4.55,3.84,99.00
2023,02,03,13,30,1.33,4.65,3.64,99.00
2023,02,03,14,00,1.24,4.44,3.55,99.00
2023,02,03,14,30,1.17,4.35,3.39,99.00
2023,02,03,15,00,1.19,4.17,3.46,99.00
2023,02,03,15,30,1.19,4.26,3.48,99.00
2023,02,03,16,00,1.16,4.26,3.45,99.00
2023,02,03,16,30,1.21,4.55,3.45,99.00
2023,02,03,17,00,1.15,4.44,3.50,99.00
2023,02,03,17,30,1.16,4.35,3.45,99.00
2023,02,03,18,00,1.15,4.26,3.46,99.00
2023,02,03,18,30,1.17,4.26,3.49,99.00
2023,02,03,19,00,1.17,4.26,3.49,99.00
2023,02,03,19,30,1.22,4.35,3.51,99.00
2023,02,03,20,00,1.13,4.17,3.47,99.00
2023,02,03,20,30,0.99,4.08,3.32,99.00
2023,02,03,21,00,1.00,4.00,3.36,99.00
2023,02,03,21,30,0.98,4.00,3.27,99.00
2023,02,03,22,00,0.96,3.77,3.27,99.00
2023,02,03,22,30,1.05,3.77,3.38,99.00
2023,02,03,23,00,0.98,3.77,3.32,99.00
2023,02,03,23,30,0.98,3.85,3.32,99.00
2023,02,04,00,00,0.98,3.64,3.34,99.00
2023,02,04,00,30,0.98,3.85,3.35,99.00
2023,02,04,01,00,1.01,3.85,3.40,99.00
2023,02,04,01,30,1.04,3.70,3.44,99.00
2023,02,04,02,00,1.10,4.00,3.54,99.00
2023,02,04,02,30,1.12,4.08,3.67,99.00
2023,02,04,03,00,1.19,4.17,3.86,99.00
2023,02,04,03,30,1.21,4.65,4.00,99.00
2023,02,04,04,00,1.27,4.35,4.04,99.00
2023,02,04,04,30,1.16,4.55,3.96,99.00
2023,02,04,05,00,1.14,4.26,3.87,99.00
2023,02,04,05,30,1.12,4.44,3.80,99.00
2023,02,04,06,00,1.04,4.35,3.69,99.00
2023,02,04,06,30,0.98,4.17,3.58,99.00
2023,02,04,07,00,0.93,4.00,3.56,99.00
2023,02,04,07,30,0.92,3.92,3.55,99.00
2023,02,04,08,00,0.91,4.08,3.51,99.00
2023,02,04,08,30,0.89,4.17,3.48,99.00
2023,02,04,09,00,0.93,3.85,3.48,99.00
2023,02,04,09,30,0.92,4.17,3.46,99.00
2023,02,04,10,00,0.96,4.17,3.48,99.00
2023,02,04,10,30,0.99,4.17,3.49,99.00
2023,02,04,11,00,0.90,3.92,3.36,99.00
2023,02,04,11,30,0.85,4.08,3.34,99.00
2023,02,04,12,00,0.84,3.85,3.28,99.00
2023,02,04,12,30,0.80,3.85,3.17,99.00
2023,02,04,13,00,0.78,3.57,3.11,99.00
2023,02,04,13,30,0.78,3.51,3.07,99.00
2023,02,04,14,00,0.73,3.39,3.06,99.00
2023,02,04,14,30,0.75,3.51,3.14,99.00
2023,02,04,15,00,0.69,3.23,3.07,99.00
2023,02,04,15,30,0.65,3.13,3.04,99.00
2023,02,04,16,00,0.66,3.13,3.00,99.00
2023,02,04,16,30,0.62,3.13,3.02,99.00
2023,02,04,17,00,0.60,3.17,3.02,99.00
2023,02,04,17,30,0.58,3.03,3.07,99.00
2023,02,04,18,00,0.60,6.25,3.17,99.00
2023,02,04,18,30,0.54,2.94,3.13,99.00
2023,02,04,19,00,0.55,5.56,3.08,99.00
2023,02,04,19,30,0.55,3.03,3.02,99.00
2023,02,04,20,00,0.57,6.06,3.17,99.00
2023,02,04,20,30,0.56,2.67,3.14,99.00
2023,02,04,21,00,0.55,2.70,3.12,99.00
2023,02,04,21,30,0.58,2.90,3.13,99.00
2023,02,04,22,00,0.57,2.94,3.06,99.00
2023,02,04,22,30,0.56,2.94,3.14,99.00
2023,02,04,23,00,0.54,2.86,3.09,99.00
2023,02,04,23,30,0.51,6.67,3.14,99.00
2023,02,05,00,00,0.53,2.70,3.08,99.00
2023,02,05,00,30,0.66,2.78,3.25,99.00
2023,02,05,01,00,0.67,3.39,3.24,99.00
2023,02,05,01,30,0.71,3.57,3.26,99.00
2023,02,05,02,00,0.72,3.57,3.35,99.00
2023,02,05,02,30,0.70,3.45,3.34,99.00
2023,02,05,03,00,0.66,3.39,3.38,99.00
2023,02,05,03,30,0.58,3.28,3.33,99.00
2023,02,05,04,00,0.53,6.90,3.44,99.00
2023,02,05,04,30,0.50,7.14,3.53,99.00
2023,02,05,05,00,0.49,6.90,3.79,99.00
2023,02,05,05,30,0.47,6.67,3.80,99.00
2023,02,05,06,00,0.47,6.90,4.07,99.00
2023,02,05,06,30,0.47,6.90,4.21,99.00
2023,02,05,07,00,0.47,6.45,4.35,99.00
2023,02,05,07,30,0.46,6.90,4.12,99.00
2023,02,05,08,00,0.51,6.90,3.70,99.00
2023,02,05,08,30,0.56,6.90,3.56,99.00
2023,02,05,09,00,0.62,6.90,3.35,99.00
2023,02,05,09,30,0.62,6.90,3.35,99.00
2023,02,05,10,00,0.64,6.67,3.33,99.00
2023,02,05,10,30,0.68,5.88,3.40,99.00
2023,02,05,11,00,0.64,7.14,3.28,99.00
2023,02,05,11,30,0.68,2.86,3.16,99.00
2023,02,05,12,00,0.71,6.45,3.24,99.00
2023,02,05,12,30,0.68,6.45,3.21,99.00
2023,02,05,13,00,0.63,7.14,3.34,99.00
2023,02,05,13,30,0.63,6.45,3.30,99.00
2023,02,05,14,00,0.62,6.45,3.16,99.00
2023,02,05,14,30,0.61,7.41,3.24,99.00
2023,02,05,15,00,0.58,6.90,3.09,99.00
2023,02,05,15,30,0.61,2.60,3.01,99.00
2023,02,05,16,00,0.57,5.88,3.00,99.00
2023,02,05,16,30,0.56,6.67,3.09,99.00
2023,02,05,17,00,0.53,6.06,3.10,99.00
2023,02,05,17,30,0.53,6.45,3.25,99.00
2023,02,05,18,00,0.54,6.67,3.40,99.00
2023,02,05,18,30,0.54,5.26,3.43,99.00
2023,02,05,19,00,0.53,6.25,3.41,99.00
2023,02,05,19,30,0.50,6.67,3.50,99.00
2023,02,05,20,00,0.50,6.45,3.58,99.00
2023,02,05,20,30,0.48,6.67,3.89,99.00
2023,02,05,21,00,0.44,5.88,3.98,99.00
2023,02,05,21,30,0.43,6.25,4.07,99.00
2023,02,05,22,00,0.43,7.14,4.39,99.00
2023,02,05,22,30,0.41,6.45,4.38,99.00
2023,02,05,23,00,0.37,7.14,4.40,99.00
2023,02,05,23,30,0.36,7.14,4.62,99.00
2023,02,06,00,00,0.39,6.25,4.91,99.00
2023,02,06,00,30,0.37,6.67,4.77,99.00
2023,02,06,01,00,0.40,6.90,4.88,99.00
2023,02,06,01,30,0.37,6.67,5.08,99.00
2023,02,06,02,00,0.38,6.90,5.21,99.00
2023,02,06,02,30,0.40,7.14,5.09,99.00
2023,02,06,03,00,0.40,6.67,5.43,99.00
2023,02,06,03,30,0.38,6.90,5.50,99.00
2023,02,06,04,00,0.37,7.14,5.29,99.00
2023,02,06,04,30,0.38,7.14,5.62,99.00
2023,02,06,05,00,0.34,6.90,5.56,99.00
2023,02,06,05,30,0.36,7.14,5.80,99.00
2023,02,06,06,00,0.38,6.67,5.70,99.00
2023,02,06,06,30,0.39,6.90,6.00,99.00
2023,02,06,07,00,0.35,7.14,5.90,99.00
2023,02,06,07,30,0.36,6.67,5.75,99.00
2023,02,06,08,00,0.37,6.90,5.57,99.00
2023,02,06,08,30,0.37,6.90,5.92,99.00
2023,02,06,09,00,0.37,7.14,6.09,99.00
2023,02,06,09,30,0.37,6.90,6.01,99.00
2023,02,06,10,00,0.38,6.67,5.95,99.00
2023,02,06,10,30,0.44,7.41,6.06,99.00
2023,02,06,11,00,0.42,6.67,6.37,99.00
2023,02,06,11,30,0.45,7.41,6.15,99.00
2023,02,06,12,00,0.44,7.41,6.46,99.00
2023,02,06,12,30,0.41,8.00,5.86,99.00
2023,02,06,13,00,0.45,7.41,6.36,99.00
2023,02,06,13,30,0.43,7.14,6.19,99.00
2023,02,06,14,00,0.47,6.90,6.40,99.00
2023,02,06,14,30,0.48,7.14,5.53,99.00
2023,02,06,15,00,0.47,7.41,4.59,99.00
2023,02,06,15,30,0.51,7.69,4.48,99.00
2023,02,06,16,00,0.48,7.41,3.91,99.00
2023,02,06,16,30,0.50,7.41,3.84,99.00
2023,02,06,17,00,0.48,7.14,3.81,99.00
2023,02,06,17,30,0.48,6.45,3.87,99.00
2023,02,06,18,00,0.47,7.69,3.91,99.00
2023,02,06,18,30,0.48,7.69,4.00,99.00
2023,02,06,19,00,0.49,9.09,4.01,99.00
2023,02,06,19,30,0.46,7.14,4.06,99.00
2023,02,06,20,00,0.43,7.41,4.23,99.00
2023,02,06,20,30,0.46,7.14,4.85,99.00
2023,02,06,21,00,0.44,6.90,4.92,99.00
2023,02,06,21,30,0.45,7.14,5.48,99.00
2023,02,06,22,00,0.43,8.33,5.52,99.00
2023,02,06,22,30,0.40,7.14,5.65,99.00
2023,02,06,23,00,0.40,8.00,5.59,99.00
2023,02,06,23,30,0.41,6.90,5.41,99.00
2023,02,07,00,00,0.43,7.41,5.19,99.00
2023,02,07,00,30,0.42,6.67,5.28,99.00
2023,02,07,01,00,0.43,6.67,4.91,99.00
2023,02,07,01,30,0.45,7.14,4.79,99.00
2023,02,07,02,00,0.45,7.41,4.35,99.00
2023,02,07,02,30,0.43,8.00,4.23,99.00
2023,02,07,03,00,0.45,7.69,4.15,99.00
2023,02,07,03,30,0.42,6.90,3.83,99.00
2023,02,07,04,00,0.40,6.90,3.53,99.00
2023,02,07,04,30,0.43,7.14,3.54,99.00
2023,02,07,05,00,0.46,6.90,3.47,99.00
2023,02,07,05,30,0.47,7.14,3.47,99.00
2023,02,07,06,00,0.49,6.45,3.60,99.00
2023,02,07,06,30,0.51,3.85,3.57,99.00
2023,02,07,07,00,0.50,3.77,3.66,99.00
2023,02,07,07,30,0.53,4.17,3.76,99.00
2023,02,07,08,00,0.55,4.55,3.94,99.00
2023,02,07,08,30,0.60,4.88,4.03,99.00
2023,02,07,09,00,0.64,4.88,4.10,99.00
2023,02,07,09,30,0.66,5.00,4.00,99.00
2023,02,07,10,00,0.72,5.00,4.00,99.00
2023,02,07,10,30,0.75,5.00,3.98,99.00
2023,02,07,11,00,0.77,5.41,4.06,99.00
2023,02,07,11,30,0.80,6.25,4.18,99.00
2023,02,07,12,00,0.85,6.25,4.31,99.00
2023,02,07,12,30,0.90,6.25,4.34,99.00
2023,02,07,13,00,0.93,6.45,4.30,99.00
2023,02,07,13,30,1.04,6.25,4.58,99.00
2023,02,07,14,00,1.05,6.25,4.43,99.00
2023,02,07,14,30,1.06,6.45,4.59,99.00
2023,02,07,15,00,1.08,6.45,4.74,99.00
2023,02,07,15,30,1.07,6.06,4.82,99.00
2023,02,07,16,00,1.03,6.45,4.82,99.00
2023,02,07,16,30,0.96,6.90,4.79,99.00
2023,02,07,17,00,0.95,7.41,4.92,99.00
2023,02,07,17,30,0.97,7.14,5.17,99.00
2023,02,07,18,00,0.94,6.90,5.17,99.00
2023,02,07,18,30,0.94,7.41,5.40,99.00
2023,02,07,19,00,0.89,7.14,5.27,99.00
2023,02,07,19,30,0.86,8.00,5.39,99.00
2023,02,07,20,00,0.82,7.69,5.54,99.00
2023,02,07,20,30,0.76,7.14,5.40,99.00
2023,02,07,21,00,0.72,7.14,5.39,99.00
2023,02,07,21,30,0.65,6.25,5.20,99.00
2023,02,07,22,00,0.71,6.67,5.25,99.00
2023,02,07,22,30,0.69,6.90,5.32,99.00
2023,02,07,23,00,0.71,6.45,5.27,99.00
2023,02,07,23,30,0.65,6.25,5.20,99.00
2023,02,08,00,00,0.63,6.45,5.17,99.00
2023,02,08,00,30,0.65,6.67,4.95,99.00
2023,02,08,01,00,0.69,6.06,5.20,99.00
2023,02,08,01,30,0.66,5.88,5.08,99.00
2023,02,08,02,00,0.62,6.90,5.03,99.00
2023,02,08,02,30,0.63,6.90,4.84,99.00
2023,02,08,03,00,0.61,6.90,4.83,99.00
2023,02,08,03,30,0.63,6.25,4.85,99.00
2023,02,08,04,00,0.62,7.14,4.92,99.00
2023,02,08,04,30,0.61,6.45,4.96,99.00
2023,02,08,05,00,0.62,6.45,5.03,99.00
2023,02,08,05,30,0.62,6.90,4.98,99.00
2023,02,08,06,00,0.64,6.25,4.86,99.00
2023,02,08,06,30,0.62,6.45,4.77,99.00
2023,02,08,07,00,0.63,6.25,4.71,99.00
2023,02,08,07,30,0.66,6.90,4.70,99.00
2023,02,08,08,00,0.66,6.90,4.67,99.00
2023,02,08,08,30,0.68,6.90,4.61,99.00
2023,02,08,09,00,0.71,6.90,4.61,99.00
2023,02,08,09,30,0.71,6.25,4.49,99.00
2023,02,08,10,00,0.77,6.67,4.55,99.00
2023,02,08,10,30,0.75,6.67,4.42,99.00
2023,02,08,11,00,0.70,6.45,4.44,99.00
2023,02,08,11,30,0.75,6.67,4.40,99.00
2023,02,08,12,00,0.73,6.90,4.41,99.00
2023,02,08,12,30,0.78,6.67,4.30,99.00
2023,02,08,13,00,0.70,6.67,4.27,99.00
2023,02,08,13,30,0.74,6.67,4.44,99.00
2023,02,08,14,00,0.73,5.88,4.19,99.00
2023,02,08,14,30,0.76,7.14,4.29,99.00
2023,02,08,15,00,0.73,6.67,4.30,99.00
2023,02,08,15,30,0.71,5.88,4.42,99.00
2023,02,08,16,00,0.74,6.25,4.63,99.00
2023,02,08,16,30,0.72,6.67,4.56,99.00
2023,02,08,17,00,0.80,6.67,4.76,99.00
2023,02,08,17,30,0.83,6.45,4.75,99.00
2023,02,08,18,00,0.87,7.14,4.85,99.00
2023,02,08,18,30,0.85,7.69,4.74,99.00
2023,02,08,19,00,0.81,5.88,4.67,99.00
2023,02,08,19,30,0.76,5.26,4.49,99.00
2023,02,08,20,00,0.87,5.88,4.76,99.00
2023,02,08,20,30,0.89,6.45,4.78,99.00
2023,02,08,21,00,0.91,5.71,4.82,99.00
2023,02,08,21,30,0.91,7.41,4.74,99.00
2023,02,08,22,00,0.94,7.69,4.81,99.00
2023,02,08,22,30,0.91,5.13,4.62,99.00
2023,02,08,23,00,1.04,8.00,4.89,99.00
2023,02,08,23,30,1.01,8.00,4.67,99.00
2023,02,09,00,00,1.03,7.69,4.66,99.00
2023,02,09,00,30,1.15,8.00,4.76,99.00
2023,02,09,01,00,1.14,8.00,4.62,99.00
2023,02,09,01,30,1.16,5.41,4.62,99.00
2023,02,09,02,00,1.23,7.69,4.75,99.00
2023,02,09,02,30,1.17,8.00,4.65,99.00
2023,02,09,03,00,1.27,6.06,4.79,99.00
2023,02,09,03,30,1.18,8.00,4.53,99.00
2023,02,09,04,00,1.23,6.06,4.65,99.00
2023,02,09,04,30,1.29,6.06,4.66,99.00
2023,02,09,05,00,1.34,5.56,4.71,99.00
2023,02,09,05,30,1.25,5.88,4.65,99.00
2023,02,09,06,00,1.38,6.45,4.79,99.00
2023,02,09,06,30,1.32,5.88,4.83,99.00
2023,02,09,07,00,1.35,5.56,4.92,99.00
2023,02,09,07,30,1.35,6.90,4.65,99.00
2023,02,09,08,00,1.39,6.45,4.62,99.00
2023,02,09,08,30,1.32,7.41,4.77,99.00
2023,02,09,09,00,1.27,6.67,4.89,99.00
2023,02,09,09,30,1.30,7.69,4.97,99.00
2023,02,09,10,00,1.28,8.33,4.91,99.00
2023,02,09,10,30,1.28,6.25,4.76,99.00
2023,02,09,11,00,1.27,8.70,4.98,99.00
2023,02,09,11,30,1.34,8.00,5.14,99.00
2023,02,09,12,00,1.27,8.00,5.36,99.00
2023,02,09,12,30,1.27,8.33,5.48,99.00
2023,02,09,13,00,1.26,8.00,5.47,99.00
2023,02,09,13,30,1.26,8.33,5.50,99.00
2023,02,09,14,00,1.25,6.45,5.66,99.00
2023,02,09,14,30,1.24,7.14,5.73,99.00
2023,02,09,15,00,1.19,8.00,5.72,99.00
2023,02,09,15,30,1.26,6.25,5.85,99.00
2023,02,09,16,00,1.10,6.90,5.74,99.00
2023,02,09,16,30,1.23,8.00,6.03,99.00
2023,02,09,17,00,1.24,7.41,5.51,99.00
2023,02,09,17,30,1.21,8.00,5.15,99.00
2023,02,09,18,00,1.17,8.00,5.13,99.00
2023,02,09,18,30,1.13,6.90,5.10,99.00
2023,02,09,19,00,1.10,7.69,4.97,99.00
2023,02,09,19,30,1.10,8.00,4.73,99.00
2023,02,09,20,00,1.13,7.41,4.78,99.00
2023,02,09,20,30,1.09,7.41,4.60,99.00
2023,02,09,21,00,1.15,7.41,4.73,99.00
2023,02,09,21,30,1.15,7.69,4.63,99.00
2023,02,09,22,00,1.14,7.69,4.80,99.00
2023,02,09,22,30,1.13,6.67,4.56,99.00
2023,02,09,23,00,1.14,7.69,4.57,99.00
2023,02,09,23,30,1.15,7.69,4.59,99.00
2023,02,10,00,00,1.16,7.41,4.71,99.00
2023,02,10,00,30,1.09,7.69,4.41,99.00
2023,02,10,01,00,1.06,6.67,4.38,99.00
2023,02,10,01,30,1.06,7.14,4.59,99.00
2023,02,10,02,00,1.02,7.69,4.59,99.00
2023,02,10,02,30,1.01,7.14,4.89,99.00
2023,02,10,03,00,0.92,7.14,4.75,99.00
2023,02,10,03,30,0.93,7.14,4.83,99.00
2023,02,10,04,00,0.88,6.06,4.72,99.00
2023,02,10,04,30,0.92,7.69,4.73,99.00
2023,02,10,05,00,0.92,7.41,4.74,99.00
2023,02,10,05,30,0.86,7.41,4.43,99.00
2023,02,10,06,00,0.89,6.90,4.70,99.00
2023,02,10,06,30,0.86,7.14,4.78,99.00
2023,02,10,07,00,0.88,6.90,4.91,99.00
2023,02,10,07,30,0.90,7.41,5.11,99.00
2023,02,10,08,00,0.92,7.41,5.21,99.00
2023,02,10,08,30,0.90,7.41,5.11,99.00
2023,02,10,09,00,0.93,7.69,5.40,99.00
2023,02,10,09,30,0.92,7.41,5.20,99.00
2023,02,10,10,00,0.91,7.14,5.03,99.00
2023,02,10,10,30,0.89,7.69,5.01,99.00
2023,02,10,11,00,0.84,6.90,4.79,99.00
2023,02,10,11,30,0.91,8.00,5.08,99.00
2023,02,10,12,00,0.87,8.00,4.76,99.00
2023,02,10,12,30,0.92,7.41,4.52,99.00
2023,02,10,13,00,0.91,7.14,4.32,99.00
2023,02,10,13,30,0.92,8.00,4.06,99.00
2023,02,10,14,00,0.96,7.14,3.82,99.00
2023,02,10,14,30,1.04,8.00,3.65,99.00
2023,02,10,15,00,1.04,6.67,3.72,99.00
2023,02,10,15,30,1.04,7.41,3.76,99.00
2023,02,10,16,00,0.97,7.14,3.59,99.00
2023,02,10,16,30,0.96,3.33,3.56,99.00
2023,02,10,17,00,0.88,7.69,3.38,99.00
2023,02,10,17,30,0.89,7.41,3.64,99.00
2023,02,10,18,00,0.89,7.69,3.57,99.00
2023,02,10,18,30,0.86,8.00,3.51,99.00
2023,02,10,19,00,0.91,7.69,3.50,99.00
2023,02,10,19,30,0.98,8.00,3.52,99.00
2023,02,10,20,00,1.05,3.64,3.58,99.00
2023,02,10,20,30,1.03,3.57,3.62,99.00
2023,02,10,21,00,1.02,3.45,3.56,99.00
2023,02,10,21,30,0.98,3.64,3.41,99.00
2023,02,10,22,00,0.99,3.45,3.43,99.00
2023,02,10,22,30,1.02,3.64,3.25,99.00
2023,02,10,23,00,1.08,3.77,3.28,99.00
2023,02,10,23,30,1.16,3.64,3.32,99.00
2023,02,11,00,00,1.14,3.85,3.29,99.00
2023,02,11,00,30,1.07,3.70,3.20,99.00
2023,02,11,01,00,1.16,3.85,3.38,99.00
2023,02,11,01,30,1.00,3.85,3.34,99.00
2023,02,11,02,00,0.89,3.64,3.29,99.00
2023,02,11,02,30,0.83,3.39,3.22,99.00
2023,02,11,03,00,0.79,3.08,3.03,99.00
2023,02,11,03,30,0.74,3.08,3.09,99.00
2023,02,11,04,00,0.76,3.23,3.10,99.00
2023,02,11,04,30,0.81,2.99,3.12,99.00
2023,02,11,05,00,0.78,3.45,3.14,99.00
2023,02,11,05,30,0.78,3.45,3.28,99.00
2023,02,11,06,00,0.75,3.45,3.29,99.00
2023,02,11,06,30,0.77,3.39,3.31,99.00
2023,02,11,07,00,0.71,3.39,3.22,99.00
2023,02,11,07,30,0.73,3.45,3.26,99.00
2023,02,11,08,00,0.74,3.45,3.47,99.00
2023,02,11,08,30,0.71,3.51,3.46,99.00
2023,02,11,09,00,0.68,3.39,3.46,99.00
2023,02,11,09,30,0.66,3.45,3.42,99.00
2023,02,11,10,00,0.58,3.57,3.43,99.00
2023,02,11,10,30,0.58,3.51,3.43,99.00
2023,02,11,11,00,0.58,3.33,3.42,99.00
2023,02,11,11,30,0.52,3.13,3.33,99.00
2023,02,11,12,00,0.54,3.08,3.35,99.00
2023,02,11,12,30,0.49,3.03,3.44,99.00
2023,02,11,13,00,0.54,2.90,3.17,99.00
2023,02,11,13,30,0.62,2.90,2.97,99.00
2023,02,11,14,00,0.82,3.28,3.14,99.00
2023,02,11,14,30,0.98,3.57,3.31,99.00
2023,02,11,15,00,1.00,4.00,3.32,99.00
2023,02,11,15,30,0.91,4.17,3.30,99.00
2023,02,11,16,00,0.89,4.08,3.30,99.00
2023,02,11,16,30,0.93,3.77,3.28,99.00
2023,02,11,17,00,0.95,4.76,3.39,99.00
2023,02,11,17,30,1.02,4.55,3.60,99.00
2023,02,11,18,00,1.18,4.44,3.73,99.00
2023,02,11,18,30,1.42,5.26,4.16,99.00
2023,02,11,19,00,1.44,5.71,4.23,99.00
2023,02,11,19,30,1.46,5.88,4.39,99.00
2023,02,11,20,00,1.60,5.88,4.50,99.00
2023,02,11,20,30,1.65,6.06,4.53,99.00
2023,02,11,21,00,1.83,6.06,4.76,99.00
2023,02,11,21,30,1.90,5.88,4.89,99.00
2023,02,11,22,00,1.99,6.67,5.05,99.00
2023,02,11,22,30,1.90,6.67,4.99,99.00
2023,02,11,23,00,1.92,7.14,5.00,99.00
2023,02,11,23,30,1.86,6.90,4.90,99.00
2023,02,12,00,00,1.89,5.71,4.75,99.00
2023,02,12,00,30,1.99,7.14,4.83,99.00
2023,02,12,01,00,2.04,6.25,4.77,99.00
2023,02,12,01,30,2.08,7.41,4.85,99.00
