#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 03 21 18 30 999 99.0 99.0  0.51  2.67  2.66 106 9999.0  17.6  17.7 999.0 99.0 99.00
2023 03 21 19 00 999 99.0 99.0  0.51  3.03  2.69 118 9999.0  17.6  17.7 999.0 99.0 99.00
2023 03 21 19 30 999 99.0 99.0  0.54  2.78  2.82 125 9999.0  17.6  17.9 999.0 99.0 99.00
2023 03 21 20 00 999 99.0 99.0  0.55  3.03  2.76 115 9999.0  17.8  17.8 999.0 99.0 99.00
2023 03 21 20 30 999 99.0 99.0  0.56  3.03  2.84 141 9999.0  17.9  17.9 999.0 99.0 99.00
2023 03 21 21 00 999 99.0 99.0  0.52  3.92  2.82 160 9999.0  18.0  17.9 999.0 99.0 99.00
2023 03 21 21 30 999 99.0 99.0  0.58  3.85  2.93 158 9999.0  18.0  18.0 999.0 99.0 99.00
2023 03 21 22 00 999 99.0 99.0  0.58  3.57  2.96 154 9999.0  18.0  18.0 999.0 99.0 99.00
2023 03 21 22 30 999 99.0 99.0  0.58  4.44  3.08 161 9999.0  18.0  18.1 999.0 99.0 99.00
2023 03 21 23 00 999 99.0 99.0  0.54  3.85  2.89 160 9999.0  17.8  18.2 999.0 99.0 99.00
2023 03 21 23 30 999 99.0 99.0  0.52  3.85  2.97 163 9999.0  17.7  18.1 999.0 99.0 99.00
2023 03 22 00 00 999 99.0 99.0  0.53  4.17  3.03 165 9999.0  17.7  18.0 999.0 99.0 99.00
2023 03 22 00 30 999 99.0 99.0  0.52  3.77  3.07 163 9999.0  17.7  18.0 999.0 99.0 99.00
2023 03 22 01 00 999 99.0 99.0  0.51  3.85  3.12 165 9999.0  17.6  17.9 999.0 99.0 99.00
2023 03 22 01 30 999 99.0 99.0  0.51  4.00  3.20 168 9999.0  17.6  17.9 999.0 99.0 99.00
2023 03 22 02 00 999 99.0 99.0  0.52  4.26  3.04 160 9999.0  17.8  17.9 999.0 99.0 99.00
2023 03 22 02 30 999 99.0 99.0  0.54  4.00  2.97 160 9999.0  17.9  17.9 999.0 99.0 99.00
2023 03 22 03 00 999 99.0 99.0  0.56  4.08  2.96 163 9999.0  17.9  17.9 999.0 99.0 99.00
2023 03 22 03 30 999 99.0 99.0  0.56  4.26  3.13 166 9999.0  17.9  17.8 999.0 99.0 99.00
2023 03 22 04 00 999 99.0 99.0  0.56  4.35  3.26 166 9999.0  17.8  17.9 999.0 99.0 99.00
2023 03 22 04 30 999 99.0 99.0  0.55  4.35  3.23 165 9999.0  17.6  17.7 999.0 99.0 99.00
2023 03 22 05 00 999 99.0 99.0  0.56  4.35  3.28 161 9999.0  17.6  17.8 999.0 99.0 99.00
2023 03 22 05 30 999 99.0 99.0  0.57  4.08  3.21 160 9999.0  17.9  17.9 999.0 99.0 99.00
2023 03 22 06 00 999 99.0 99.0  0.56  3.85  3.17 161 9999.0  17.9  17.9 999.0 99.0 99.00
2023 03 22 06 30 999 99.0 99.0  0.60  4.35  3.22 157 9999.0  18.0  17.9 999.0 99.0 99.00
2023 03 22 07 00 999 99.0 99.0  0.57  4.17  3.16 161 9999.0  18.0  17.9 999.0 99.0 99.00
2023 03 22 07 30 999 99.0 99.0  0.61  4.35  3.32 160 9999.0  18.0  17.9 999.0 99.0 99.00
2023 03 22 08 00 999 99.0 99.0  0.64  4.44  3.52 161 9999.0  18.0  17.9 999.0 99.0 99.00
2023 03 22 08 30 999 99.0 99.0  0.65  4.44  3.47 163 9999.0  17.9  17.9 999.0 99.0 99.00
2023 03 22 09 00 999 99.0 99.0  0.69  4.17  3.58 155 9999.0  17.9  17.8 999.0 99.0 99.00
2023 03 22 09 30 999 99.0 99.0  0.71  4.55  3.65 159 9999.0  17.9  17.8 999.0 99.0 99.00
2023 03 22 10 00 999 99.0 99.0  0.69  4.65  3.68 158 9999.0  17.8  17.8 999.0 99.0 99.00
2023 03 22 10 30 999 99.0 99.0  0.70  4.35  3.71 159 9999.0  17.8  17.8 999.0 99.0 99.00
2023 03 22 11 00 999 99.0 99.0  0.76  4.76  3.79 162 9999.0  17.8  17.7 999.0 99.0 99.00
2023 03 22 11 30 999 99.0 99.0  0.70  4.76  3.76 156 9999.0  17.8  17.6 999.0 99.0 99.00
2023 03 22 12 00 999 99.0 99.0  0.72  4.44  3.79 154 9999.0  17.7  17.7 999.0 99.0 99.00
2023 03 22 12 30 999 99.0 99.0  0.73  4.76  3.83 170 9999.0  18.0  17.6 999.0 99.0 99.00
2023 03 22 13 00 999 99.0 99.0  0.71  4.65  3.87 156 9999.0  18.4  17.7 999.0 99.0 99.00
2023 03 22 13 30 999 99.0 99.0  0.70  4.65  3.78 172 9999.0  18.7  17.7 999.0 99.0 99.00
2023 03 22 14 00 999 99.0 99.0  0.68  4.76  3.80 165 9999.0  18.9  17.8 999.0 99.0 99.00
2023 03 22 14 30 999 99.0 99.0  0.73  5.00  3.83 153 9999.0  19.1  17.9 999.0 99.0 99.00
2023 03 22 15 00 999 99.0 99.0  0.75  4.88  3.85 157 9999.0  19.2  18.0 999.0 99.0 99.00
2023 03 22 15 30 999 99.0 99.0  0.70  4.76  3.71 161 9999.0  19.1  18.0 999.0 99.0 99.00
2023 03 22 16 00 999 99.0 99.0  0.71  4.88  3.72 154 9999.0  19.2  18.2 999.0 99.0 99.00
2023 03 22 16 30 999 99.0 99.0  0.68  4.76  3.73 155 9999.0  19.1  18.4 999.0 99.0 99.00
2023 03 22 17 00 999 99.0 99.0  0.69  5.41  3.86 164 9999.0  19.0  18.5 999.0 99.0 99.00
2023 03 22 17 30 999 99.0 99.0  0.67  4.88  3.78 168 9999.0  19.1  18.6 999.0 99.0 99.00
2023 03 22 18 00 999 99.0 99.0  0.65  5.26  3.71 157 9999.0  19.2  18.7 999.0 99.0 99.00
2023 03 22 18 30 999 99.0 99.0  0.67  5.13  3.80 156 9999.0  19.3  18.8 999.0 99.0 99.00
2023 03 22 19 00 999 99.0 99.0  0.66  5.13  3.93 154 9999.0  19.4  18.7 999.0 99.0 99.00
2023 03 22 19 30 999 99.0 99.0  0.67  5.00  3.81 160 9999.0  19.4  18.6 999.0 99.0 99.00
2023 03 22 20 00 999 99.0 99.0  0.66  5.13  3.86 160 9999.0  19.4  18.7 999.0 99.0 99.00
2023 03 22 20 30 999 99.0 99.0  0.70  5.00  3.95 163 9999.0  19.6  18.7 999.0 99.0 99.00
2023 03 22 21 00 999 99.0 99.0  0.69  5.13  4.04 168 9999.0  19.3  18.6 999.0 99.0 99.00
2023 03 22 21 30 999 99.0 99.0  0.69  4.76  4.04 166 9999.0  19.5  18.7 999.0 99.0 99.00
2023 03 22 22 00 999 99.0 99.0  0.73  4.76  4.18 162 9999.0  19.5  18.7 999.0 99.0 99.00
2023 03 22 22 30 999 99.0 99.0  0.67  4.76  4.14 174 9999.0  19.5  18.8 999.0 99.0 99.00
2023 03 22 23 00 999 99.0 99.0  0.71  5.26  4.26 171 9999.0  19.4  18.7 999.0 99.0 99.00
2023 03 22 23 30 999 99.0 99.0  0.69  4.76  4.27 169 9999.0  19.1  18.6 999.0 99.0 99.00
2023 03 23 00 00 999 99.0 99.0  0.69  5.26  4.23 173 9999.0  18.9  18.5 999.0 99.0 99.00
2023 03 23 00 30 999 99.0 99.0  0.69  5.41  4.29 165 9999.0  18.8  18.5 999.0 99.0 99.00
2023 03 23 01 00 999 99.0 99.0  0.71  4.88  4.36 175 9999.0  18.7  18.5 999.0 99.0 99.00
2023 03 23 01 30 999 99.0 99.0  0.71  5.88  4.31 180 9999.0  18.7  18.5 999.0 99.0 99.00
2023 03 23 02 00 999 99.0 99.0  0.65  5.00  4.25 177 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 02 30 999 99.0 99.0  0.68  5.56  4.30 178 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 03 00 999 99.0 99.0  0.68  5.56  4.29 182 9999.0  18.6  18.5 999.0 99.0 99.00
2023 03 23 03 30 999 99.0 99.0  0.67  4.76  4.24 168 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 04 00 999 99.0 99.0  0.70  5.41  4.24 175 9999.0  18.6  18.5 999.0 99.0 99.00
2023 03 23 04 30 999 99.0 99.0  0.70  5.56  4.16 174 9999.0  18.5  18.4 999.0 99.0 99.00
2023 03 23 05 00 999 99.0 99.0  0.70  6.06  4.27 193 9999.0  18.5  18.4 999.0 99.0 99.00
2023 03 23 05 30 999 99.0 99.0  0.74  5.71  4.29 180 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 06 00 999 99.0 99.0  0.71  5.56  4.34 186 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 06 30 999 99.0 99.0  0.71  5.71  4.37 177 9999.0  18.5  18.4 999.0 99.0 99.00
2023 03 23 07 00 999 99.0 99.0  0.70  5.71  4.37 179 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 07 30 999 99.0 99.0  0.69  5.71  4.37 175 9999.0  18.6  18.4 999.0 99.0 99.00
2023 03 23 08 00 999 99.0 99.0  0.72  5.56  4.37 182 9999.0  18.7  18.4 999.0 99.0 99.00
2023 03 23 08 30 999 99.0 99.0  0.71  5.71  4.34 176 9999.0  18.7  18.4 999.0 99.0 99.00
2023 03 23 09 00 999 99.0 99.0  0.70  5.00  4.32 178 9999.0  18.8  18.4 999.0 99.0 99.00
2023 03 23 09 30 999 99.0 99.0  0.73  5.56  4.29 182 9999.0  18.9  18.4 999.0 99.0 99.00
2023 03 23 10 00 999 99.0 99.0  0.76  5.56  4.24 180 9999.0  18.9  18.5 999.0 99.0 99.00
2023 03 23 10 30 999 99.0 99.0  0.77  5.71  4.20 190 9999.0  18.9  18.5 999.0 99.0 99.00
2023 03 23 11 00 999 99.0 99.0  0.77  5.71  4.15 184 9999.0  19.0  18.4 999.0 99.0 99.00
2023 03 23 11 30 999 99.0 99.0  0.79  4.65  4.07 175 9999.0  19.1  18.5 999.0 99.0 99.00
2023 03 23 12 00 999 99.0 99.0  0.78  5.41  4.06 190 9999.0  19.0  18.5 999.0 99.0 99.00
2023 03 23 12 30 999 99.0 99.0  0.83  5.71  4.11 181 9999.0  19.2  18.4 999.0 99.0 99.00
2023 03 23 13 00 999 99.0 99.0  0.75  5.41  3.97 186 9999.0 999.0  18.5 999.0 99.0 99.00
2023 03 23 13 30 999 99.0 99.0  0.78  4.65  3.94 162 9999.0 999.0  18.5 999.0 99.0 99.00
2023 03 23 14 00 999 99.0 99.0  0.85  4.65  3.99 174 9999.0  20.2  18.6 999.0 99.0 99.00
2023 03 23 14 30 999 99.0 99.0  0.77  5.00  3.86 163 9999.0  20.3  18.7 999.0 99.0 99.00
2023 03 23 15 00 999 99.0 99.0  0.78  5.26  3.86 174 9999.0  20.3  18.8 999.0 99.0 99.00
2023 03 23 15 30 999 99.0 99.0  0.82  5.56  3.96 167 9999.0  20.4  18.9 999.0 99.0 99.00
2023 03 23 16 00 999 99.0 99.0  0.80  5.00  3.92 170 9999.0  20.5  19.1 999.0 99.0 99.00
2023 03 23 16 30 999 99.0 99.0  0.82  5.13  4.06 173 9999.0  20.5  19.2 999.0 99.0 99.00
2023 03 23 17 00 999 99.0 99.0  0.78  5.26  4.00 165 9999.0  20.7  19.3 999.0 99.0 99.00
2023 03 23 17 30 999 99.0 99.0  0.72  4.76  3.79 172 9999.0  20.7  19.5 999.0 99.0 99.00
2023 03 23 18 00 999 99.0 99.0  0.74  4.76  3.96 163 9999.0  20.8  19.6 999.0 99.0 99.00
2023 03 23 18 30 999 99.0 99.0  0.75  5.00  4.07 166 9999.0  20.9  19.7 999.0 99.0 99.00
2023 03 23 19 00 999 99.0 99.0  0.78  4.76  4.13 162 9999.0  21.1  19.7 999.0 99.0 99.00
2023 03 23 19 30 999 99.0 99.0  0.77  4.76  4.16 157 9999.0  21.1  19.9 999.0 99.0 99.00
2023 03 23 20 00 999 99.0 99.0  0.76  5.26  4.07 164 9999.0  21.2  19.9 999.0 99.0 99.00
2023 03 23 20 30 999 99.0 99.0  0.79  5.26  4.13 159 9999.0  21.1  19.9 999.0 99.0 99.00
2023 03 23 21 00 999 99.0 99.0  0.77  5.26  4.09 160 9999.0  21.0  19.9 999.0 99.0 99.00
2023 03 23 21 30 999 99.0 99.0  0.81  5.13  4.09 160 9999.0  21.1  20.0 999.0 99.0 99.00
2023 03 23 22 00 999 99.0 99.0  0.81  4.88  4.10 161 9999.0  21.1  19.9 999.0 99.0 99.00
2023 03 23 22 30 999 99.0 99.0  0.79  5.13  4.12 161 9999.0  21.1  20.6 999.0 99.0 99.00
2023 03 23 23 00 999 99.0 99.0  0.79  5.41  4.06 167 9999.0  21.1  20.1 999.0 99.0 99.00
2023 03 23 23 30 999 99.0 99.0  0.74  5.41  4.09 157 9999.0  20.8  19.9 999.0 99.0 99.00
2023 03 24 00 00 999 99.0 99.0  0.76  5.41  4.16 156 9999.0  20.5  20.0 999.0 99.0 99.00
2023 03 24 00 30 999 99.0 99.0  0.83  5.88  4.36 165 9999.0  20.4  19.9 999.0 99.0 99.00
2023 03 24 01 00 999 99.0 99.0  0.79  5.41  4.35 159 9999.0  20.3  20.3 999.0 99.0 99.00
2023 03 24 01 30 999 99.0 99.0  0.78  5.88  4.53 161 9999.0  20.3  20.1 999.0 99.0 99.00
2023 03 24 02 00 999 99.0 99.0  0.79  5.88  4.56 161 9999.0  20.3  20.1 999.0 99.0 99.00
2023 03 24 02 30 999 99.0 99.0  0.89  5.71  4.82 162 9999.0  20.3  19.8 999.0 99.0 99.00
2023 03 24 03 00 999 99.0 99.0  0.84  6.45  4.77 161 9999.0  20.3  19.6 999.0 99.0 99.00
2023 03 24 03 30 999 99.0 99.0  0.92  6.90  4.95 157 9999.0  20.2  19.5 999.0 99.0 99.00
2023 03 24 04 00 999 99.0 99.0  0.91  6.90  4.97 154 9999.0  20.2  19.5 999.0 99.0 99.00
2023 03 24 04 30 999 99.0 99.0  0.92  6.45  5.10 163 9999.0  20.1  19.5 999.0 99.0 99.00
2023 03 24 05 00 999 99.0 99.0  0.98  6.45  5.13 164 9999.0  20.0  19.4 999.0 99.0 99.00
2023 03 24 05 30 999 99.0 99.0  1.02  6.45  5.15 162 9999.0  20.0  19.3 999.0 99.0 99.00
2023 03 24 06 00 999 99.0 99.0  0.97  6.90  4.90 158 9999.0  20.0  19.3 999.0 99.0 99.00
2023 03 24 06 30 999 99.0 99.0  0.96  7.14  4.98 155 9999.0  20.0  19.5 999.0 99.0 99.00
2023 03 24 07 00 999 99.0 99.0  0.96  7.41  4.87 152 9999.0  20.0  19.5 999.0 99.0 99.00
2023 03 24 07 30 999 99.0 99.0  0.99  6.90  4.88 155 9999.0  20.0  19.5 999.0 99.0 99.00
2023 03 24 08 00 999 99.0 99.0  1.01  6.90  4.75 160 9999.0  20.1  19.4 999.0 99.0 99.00
2023 03 24 08 30 999 99.0 99.0  1.06  7.14  4.56 151 9999.0  20.1  19.3 999.0 99.0 99.00
2023 03 24 09 00 999 99.0 99.0  1.02  7.14  4.46 153 9999.0  20.1  19.3 999.0 99.0 99.00
2023 03 24 09 30 999 99.0 99.0  1.06  7.14  4.54 154 9999.0  20.1  19.3 999.0 99.0 99.00
2023 03 24 10 00 999 99.0 99.0  1.00  6.90  4.37 152 9999.0  20.0  19.3 999.0 99.0 99.00
2023 03 24 10 30 999 99.0 99.0  1.10  7.14  4.61 155 9999.0  20.0  19.3 999.0 99.0 99.00
2023 03 24 11 00 999 99.0 99.0  1.08  6.67  4.55 153 9999.0  20.0  19.3 999.0 99.0 99.00
2023 03 24 11 30 999 99.0 99.0  1.07  7.14  4.27 151 9999.0  20.1  19.3 999.0 99.0 99.00
2023 03 24 12 00 999 99.0 99.0  1.16  6.90  4.38 151 9999.0  20.2  19.3 999.0 99.0 99.00
2023 03 24 12 30 999 99.0 99.0  1.17  5.88  4.27 174 9999.0  20.1  19.3 999.0 99.0 99.00
2023 03 24 13 00 999 99.0 99.0  1.16  7.41  4.30 150 9999.0  20.8  19.2 999.0 99.0 99.00
2023 03 24 13 30 999 99.0 99.0  1.24  7.14  4.44 147 9999.0  21.0  19.3 999.0 99.0 99.00
2023 03 24 14 00 999 99.0 99.0  1.17  5.26  4.23 169 9999.0  21.1  19.3 999.0 99.0 99.00
2023 03 24 14 30 999 99.0 99.0  1.23  5.13  4.44 165 9999.0  21.2  19.4 999.0 99.0 99.00
2023 03 24 15 00 999 99.0 99.0  1.22  5.41  4.37 164 9999.0  21.2  19.5 999.0 99.0 99.00
2023 03 24 15 30 999 99.0 99.0  1.17  5.88  4.34 161 9999.0  21.3  19.5 999.0 99.0 99.00
2023 03 24 16 00 999 99.0 99.0  1.16  5.56  4.36 167 9999.0  21.4  19.7 999.0 99.0 99.00
2023 03 24 16 30 999 99.0 99.0  1.17  5.88  4.52 163 9999.0  21.4  19.8 999.0 99.0 99.00
2023 03 24 17 00 999 99.0 99.0  1.16  7.14  4.66 148 9999.0  21.3  19.9 999.0 99.0 99.00
2023 03 24 17 30 999 99.0 99.0  1.12  7.14  4.68 153 9999.0  21.3  20.2 999.0 99.0 99.00
2023 03 24 18 00 999 99.0 99.0  1.12  5.26  4.66 160 9999.0  21.7  20.1 999.0 99.0 99.00
2023 03 24 18 30 999 99.0 99.0  1.09  6.90  4.74 154 9999.0  21.8  20.3 999.0 99.0 99.00
2023 03 24 19 00 999 99.0 99.0  1.15  6.06  4.70 156 9999.0  21.8  20.4 999.0 99.0 99.00
2023 03 24 19 30 999 99.0 99.0  1.22  5.71  4.89 167 9999.0  21.8  20.2 999.0 99.0 99.00
2023 03 24 20 00 999 99.0 99.0  1.11  6.90  4.70 152 9999.0  21.9  20.4 999.0 99.0 99.00
2023 03 24 20 30 999 99.0 99.0  1.11  6.45  4.72 160 9999.0  22.0  20.3 999.0 99.0 99.00
2023 03 24 21 00 999 99.0 99.0  1.12  6.67  4.87 162 9999.0  22.0  20.6 999.0 99.0 99.00
2023 03 24 21 30 999 99.0 99.0  1.11  7.14  4.83 159 9999.0  21.9  20.2 999.0 99.0 99.00
2023 03 24 22 00 999 99.0 99.0  1.15  7.14  4.95 151 9999.0  22.0  20.3 999.0 99.0 99.00
2023 03 24 22 30 999 99.0 99.0  1.10  7.41  5.04 153 9999.0  21.6  20.1 999.0 99.0 99.00
2023 03 24 23 00 999 99.0 99.0  1.15  6.25  5.12 167 9999.0  21.8  20.0 999.0 99.0 99.00
2023 03 24 23 30 999 99.0 99.0  1.15  6.06  4.99 170 9999.0  21.7  20.0 999.0 99.0 99.00
2023 03 25 00 00 999 99.0 99.0  1.17  5.71  5.00 178 9999.0  21.6  19.9 999.0 99.0 99.00
2023 03 25 00 30 999 99.0 99.0  1.20  6.90  5.02 167 9999.0  21.5  19.9 999.0 99.0 99.00
2023 03 25 01 00 999 99.0 99.0  1.25  6.45  5.04 172 9999.0  21.1  19.7 999.0 99.0 99.00
2023 03 25 01 30 999 99.0 99.0  1.37  6.25  5.12 173 9999.0  21.0  19.7 999.0 99.0 99.00
2023 03 25 02 00 999 99.0 99.0  1.27  7.14  5.00 168 9999.0  20.9  19.7 999.0 99.0 99.00
2023 03 25 02 30 999 99.0 99.0  1.28  7.41  5.14 169 9999.0  20.8  19.7 999.0 99.0 99.00
2023 03 25 03 00 999 99.0 99.0  1.33  7.69  5.24 168 9999.0  20.8  19.6 999.0 99.0 99.00
2023 03 25 03 30 999 99.0 99.0  1.28  7.41  5.12 170 9999.0  20.7  19.6 999.0 99.0 99.00
2023 03 25 04 00 999 99.0 99.0  1.39  6.90  5.37 177 9999.0  20.5  19.6 999.0 99.0 99.00
2023 03 25 04 30 999 99.0 99.0  1.24  7.41  5.17 162 9999.0  20.4  19.6 999.0 99.0 99.00
2023 03 25 05 00 999 99.0 99.0  1.25  6.67  5.26 180 9999.0  20.4  19.6 999.0 99.0 99.00
2023 03 25 05 30 999 99.0 99.0  1.36  7.41  5.48 175 9999.0  20.4  19.6 999.0 99.0 99.00
2023 03 25 06 00 999 99.0 99.0  1.31  7.14  5.60 174 9999.0  20.6  20.0 999.0 99.0 99.00
2023 03 25 06 30 999 99.0 99.0  1.26  7.41  5.46 174 9999.0  20.6  19.9 999.0 99.0 99.00
2023 03 25 07 00 999 99.0 99.0  1.26  7.41  5.48 177 9999.0  20.6  19.8 999.0 99.0 99.00
2023 03 25 07 30 999 99.0 99.0  1.31  7.14  5.53 182 9999.0  20.8  19.5 999.0 99.0 99.00
2023 03 25 08 00 999 99.0 99.0  1.38  7.14  5.60 180 9999.0  20.6  19.5 999.0 99.0 99.00
2023 03 25 08 30 999 99.0 99.0  1.32  7.14  5.40 182 9999.0  20.8  19.5 999.0 99.0 99.00
2023 03 25 09 00 999 99.0 99.0  1.32  6.67  5.50 184 9999.0  20.6  19.5 999.0 99.0 99.00
2023 03 25 09 30 999 99.0 99.0  1.26  7.69  5.37 179 9999.0  20.7  19.5 999.0 99.0 99.00
2023 03 25 10 00 999 99.0 99.0  1.32  6.90  5.63 180 9999.0  20.4  19.2 999.0 99.0 99.00
2023 03 25 10 30 999 99.0 99.0  1.24  7.41  5.51 177 9999.0  20.1  19.1 999.0 99.0 99.00
2023 03 25 11 00 999 99.0 99.0  1.27  7.14  5.55 181 9999.0  20.1  19.1 999.0 99.0 99.00
2023 03 25 11 30 999 99.0 99.0  1.28  7.14  5.57 182 9999.0  20.2  19.2 999.0 99.0 99.00
2023 03 25 12 00 999 99.0 99.0  1.21  7.14  5.49 177 9999.0  20.3  19.2 999.0 99.0 99.00
2023 03 25 12 30 999 99.0 99.0  1.26  6.90  5.61 187 9999.0  20.3  19.2 999.0 99.0 99.00
2023 03 25 13 00 999 99.0 99.0  1.20  6.67  5.41 175 9999.0 999.0  19.3 999.0 99.0 99.00
2023 03 25 13 30 999 99.0 99.0  1.20  6.90  5.38 176 9999.0 999.0  19.4 999.0 99.0 99.00
2023 03 25 14 00 999 99.0 99.0  1.29  7.14  5.51 175 9999.0  20.4  19.5 999.0 99.0 99.00
2023 03 25 14 30 999 99.0 99.0  1.28  6.90  5.61 174 9999.0 999.0  19.7 999.0 99.0 99.00
2023 03 25 15 00 999 99.0 99.0  1.27  6.90  5.65 177 9999.0 999.0  20.2 999.0 99.0 99.00
2023 03 25 15 30 999 99.0 99.0  1.32  7.14  5.77 185 9999.0 999.0  20.6 999.0 99.0 99.00
2023 03 25 16 00 999 99.0 99.0  1.30  6.90  5.78 179 9999.0  22.3  21.3 999.0 99.0 99.00
2023 03 25 16 30 999 99.0 99.0  1.16  6.90  5.53 178 9999.0 999.0  21.9 999.0 99.0 99.00
2023 03 25 17 00 999 99.0 99.0  1.21  6.90  5.60 163 9999.0  21.3  20.8 999.0 99.0 99.00
2023 03 25 17 30 999 99.0 99.0  1.24  7.14  5.75 174 9999.0  21.6  21.3 999.0 99.0 99.00
2023 03 25 18 00 999 99.0 99.0  1.22  6.90  5.77 177 9999.0  21.8  21.5 999.0 99.0 99.00
2023 03 25 18 30 999 99.0 99.0  1.18  6.90  5.66 174 9999.0  22.7  22.0 999.0 99.0 99.00
2023 03 25 19 00 999 99.0 99.0  1.14  7.14  5.75 176 9999.0  22.8  22.3 999.0 99.0 99.00
2023 03 25 19 30 999 99.0 99.0  1.21  6.90  5.74 178 9999.0  23.0  22.1 999.0 99.0 99.00
2023 03 25 20 00 999 99.0 99.0  1.16  6.90  5.65 172 9999.0  22.7  22.2 999.0 99.0 99.00
2023 03 25 20 30 999 99.0 99.0  1.22  6.67  5.67 169 9999.0  22.7  22.3 999.0 99.0 99.00
2023 03 25 21 00 999 99.0 99.0  1.19  7.14  5.72 173 9999.0  22.5  22.1 999.0 99.0 99.00
2023 03 25 21 30 999 99.0 99.0  1.15  6.90  5.70 180 9999.0 999.0  21.7 999.0 99.0 99.00
2023 03 25 22 00 999 99.0 99.0  1.12  6.25  5.63 175 9999.0 999.0  21.4 999.0 99.0 99.00
2023 03 25 22 30 999 99.0 99.0  1.19  6.67  5.76 176 9999.0  23.1  20.9 999.0 99.0 99.00
2023 03 25 23 00 999 99.0 99.0  1.21  6.67  5.76 174 9999.0  22.8  20.9 999.0 99.0 99.00
2023 03 25 23 30 999 99.0 99.0  1.17  7.14  5.44 172 9999.0  22.5  21.4 999.0 99.0 99.00
2023 03 26 00 00 999 99.0 99.0  1.23  6.90  5.37 169 9999.0  22.2  21.1 999.0 99.0 99.00
2023 03 26 00 30 999 99.0 99.0  1.21  7.14  5.32 168 9999.0  22.0  20.9 999.0 99.0 99.00
2023 03 26 01 00 999 99.0 99.0  1.21  6.67  5.38 170 9999.0  21.8  20.9 999.0 99.0 99.00
2023 03 26 01 30 999 99.0 99.0  1.18  7.14  5.34 166 9999.0  21.9  21.0 999.0 99.0 99.00
2023 03 26 02 00 999 99.0 99.0  1.17  7.14  5.25 171 9999.0  21.8  21.0 999.0 99.0 99.00
2023 03 26 02 30 999 99.0 99.0  1.14  7.41  5.14 167 9999.0  21.8  20.9 999.0 99.0 99.00
2023 03 26 03 00 999 99.0 99.0  1.16  7.41  5.19 165 9999.0  21.7  20.7 999.0 99.0 99.00
2023 03 26 03 30 999 99.0 99.0  1.16  7.14  5.17 171 9999.0  21.6  20.6 999.0 99.0 99.00
2023 03 26 04 00 999 99.0 99.0  1.15  7.14  5.25 168 9999.0  21.4  20.5 999.0 99.0 99.00
2023 03 26 04 30 999 99.0 99.0  1.19  7.14  5.33 173 9999.0  21.3  20.4 999.0 99.0 99.00
2023 03 26 05 00 999 99.0 99.0  1.20  6.90  5.36 175 9999.0  21.4  20.3 999.0 99.0 99.00
2023 03 26 05 30 999 99.0 99.0  1.18  7.14  5.20 169 9999.0  21.4  20.3 999.0 99.0 99.00
2023 03 26 06 00 999 99.0 99.0  1.21  7.69  5.18 167 9999.0  21.4  20.2 999.0 99.0 99.00
2023 03 26 06 30 999 99.0 99.0  1.12  7.41  5.03 163 9999.0  21.3  20.2 999.0 99.0 99.00
2023 03 26 07 00 999 99.0 99.0  1.24  7.69  5.21 164 9999.0  21.3  20.1 999.0 99.0 99.00
2023 03 26 07 30 999 99.0 99.0  1.17  7.41  5.12 168 9999.0  21.3  20.1 999.0 99.0 99.00
2023 03 26 08 00 999 99.0 99.0  1.27  7.41  5.21 169 9999.0  21.3  20.2 999.0 99.0 99.00
2023 03 26 08 30 999 99.0 99.0  1.23  7.69  5.24 164 9999.0  21.2  20.2 999.0 99.0 99.00
2023 03 26 09 00 999 99.0 99.0  1.23  7.14  5.36 170 9999.0  21.1  20.2 999.0 99.0 99.00
2023 03 26 09 30 999 99.0 99.0  1.24  7.41  5.56 168 9999.0  21.1  20.2 999.0 99.0 99.00
2023 03 26 10 00 999 99.0 99.0  1.19  7.41  5.30 163 9999.0  21.3  20.2 999.0 99.0 99.00
2023 03 26 10 30 999 99.0 99.0  1.19  7.41  5.39 166 9999.0  21.0  20.2 999.0 99.0 99.00
2023 03 26 11 00 999 99.0 99.0  1.16  7.14  5.33 172 9999.0  20.8  20.2 999.0 99.0 99.00
2023 03 26 11 30 999 99.0 99.0  1.12  6.90  5.38 172 9999.0  21.1  20.2 999.0 99.0 99.00
2023 03 26 12 00 999 99.0 99.0  1.10  6.90  5.27 175 9999.0  21.0  20.2 999.0 99.0 99.00
2023 03 26 12 30 999 99.0 99.0  1.21  7.14  5.55 166 9999.0  20.9  20.2 999.0 99.0 99.00
2023 03 26 13 00 999 99.0 99.0  1.13  7.41  5.57 173 9999.0  21.3  20.3 999.0 99.0 99.00
2023 03 26 13 30 999 99.0 99.0  1.10  7.41  5.39 161 9999.0  21.1  20.3 999.0 99.0 99.00
